Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
20, 8, 8, 1, 1024, 24.2027, 35.6185, N/A, 6.41764, 6.41811, -92386.2, 28.3328, 16, 16, 1, 1, 1, 1, 7.03082, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 1, 1024, 24.2027, 35.6185, N/A, 6.41764, 6.41811, -92386.2, 28.3328, 16, 16, 1, 1, 1, 1, 7.03082, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 1, 1024, 24.2027, 35.6185, N/A, 6.41764, 6.41811, -92386.2, 28.3328, 16, 16, 1, 1, 1, 1, 7.03082, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 1, 1024, 24.2027, 35.6185, N/A, 6.41764, 6.41811, -92386.2, 28.3328, 16, 16, 1, 1, 1, 1, 7.03082, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 26.1417, 37.065, N/A, 11.7917, 11.7922, -599472, 96.1483, 16, 64, 1, 1, 1, 1, 17.0771, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 18.7862, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 35.4947, 55.0807, N/A, 6.28142, 6.28238, 0.0666983, 35.1226, 8, 64, 1, 1, 1, 1, 41.449, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 35.4947, 55.0807, N/A, 6.28142, 6.28238, 0.0666983, 35.1226, 8, 64, 1, 1, 1, 1, 41.449, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 18.7862, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 18.7862, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 18.7862, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 19.0295, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 19.0295, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 19.0518, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 19.0518, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 16, 1, 1024, 48.5202, 61.9671, N/A, 6.44744, 6.4484, 0.0666983, 87.289, 8, 64, 1, 1, 1, 1, 19.0295, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 4, 1, 1024, 35.0295, 55.8425, N/A, 6.03924, 6.04019, 0.0496822, 18.652, 8, 32, 1, 1, 1, 1, 11.0841, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 4, 1, 1024, 35.0295, 55.8425, N/A, 6.03924, 6.04019, 0.0496822, 18.652, 8, 32, 1, 1, 1, 1, 11.0841, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 16, 1, 1024, 34.599, 56.9841, N/A, 6.13249, 6.13344, 0.036838, 40.2387, 8, 8, 1, 1, 1, 1, 5.16444, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 16, 1, 1024, 34.599, 56.9841, N/A, 6.13249, 6.13344, 0.036838, 40.2387, 8, 8, 1, 1, 1, 1, 5.16444, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 16, 1, 128, 34.599, 56.9841, N/A, 6.13249, 6.13344, 0.036838, 40.2387, 8, 8, 0.125, 1, 1, 1, 5.16444, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 16, 1, 128, 24.6813, 51.4565, N/A, 0.910258, 0.910377, 0.00853683, 5.39512, 8, 8, 0.125, 1, 1, 1, 38.4392, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 16, 1, 128, 24.6813, 51.4565, N/A, 0.910258, 0.910377, 0.00853683, 5.39512, 8, 8, 0.125, 1, 1, 1, 36.373, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 14.7441, 20.7703, N/A, 0.338859, 0.338867, 1.18893e+06, 14.3549, 8, 128, 0.125, 1, 1, 1, 56.6619, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 14.7441, 20.7703, N/A, 0.338859, 0.338867, 1.18893e+06, 14.3549, 8, 128, 0.125, 1, 1, 1, 56.6619, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 14.7441, 20.7703, N/A, 0.338859, 0.338867, 1.18893e+06, 14.3549, 8, 128, 0.125, 1, 1, 1, 57.8734, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5304, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.6161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.6161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.6161, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.6324, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.6324, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.6324, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5824, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 8, 8, 8, 64, 11.5767, 20.1708, N/A, 0.284113, 0.284121, 618152, 7.21386, 8, 64, 0.125, 1, 1, 1, 57.5824, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
22, 64, 128, 2, 1024, 21.7323, 66.6435, N/A, 13.06, 13.0613, 0.333745, 121.035, 8, 8, 2, 1, 1, 1, 24.3924, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
22, 64, 128, 2, 1024, 21.7323, 66.6435, N/A, 13.06, 13.0613, 0.333745, 121.035, 8, 8, 2, 1, 1, 1, 24.3924, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 512, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.2386, 55.1878, N/A, 13.5366, 13.5376, 0.371294, 133.415, 8, 16, 2, 1, 1, 1, 24.4572, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.6752, 47.0328, N/A, 9.7987, 9.79924, 0.31346, 108.746, 16, 8, 2, 1, 1, 1, 29.1588, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 1, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.496, 74.214, N/A, 12.2777, 12.2788, 0.31238, 84.5252, 8, 8, 1, 1, 1, 1, 35.9429, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 23.5409, 69.5577, N/A, 12.5111, 12.5122, 0.323717, 111.827, 8, 8, 1, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 1, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 2, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 28.1088, 48.7884, N/A, 34.3258, 34.3269, 1.32879, 398.97, 8, 128, 1, 1, 1, 1, 8.9399, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.9552, 39.4159, N/A, 8.4432, 8.44347, 0.319492, 115.223, 32, 8, 1, 1, 1, 1, 27.7577, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.5411, 36.6238, N/A, 7.76545, 7.76558, 0.344626, 134.489, 64, 8, 1, 1, 1, 1, 24.2866, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.6752, 47.0328, N/A, 9.7987, 9.79924, 0.31346, 108.746, 16, 8, 1, 1, 1, 1, 29.1588, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 1, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.5059, 69.3056, N/A, 12.5141, 12.5152, 0.323717, 111.827, 8, 8, 1, 1, 1, 1, 28.4751, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.5422, 84.5671, N/A, 12.3131, 12.3139, 0.365549, 134.927, 8, 8, 1, 1, 1, 1, 33.0994, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.4822, 56.7954, N/A, 10.1564, 10.1568, 0.355292, 130.866, 16, 8, 1, 1, 1, 1, 33.9927, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.1007, 38.8216, N/A, 10.7585, 10.759, 0.384711, 145.421, 16, 16, 1, 1, 1, 1, 30.9942, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.1456, 66.5004, N/A, 13.2977, 13.2986, 0.411405, 158.276, 8, 16, 1, 1, 1, 1, 28.754, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 15.9056, 22.984, N/A, 10.313, 10.3132, 0.424272, 166.538, 32, 32, 1, 1, 1, 1, 27.4776, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 15.3703, 19.6358, N/A, 9.48807, 9.48818, 0.443115, 178.863, 64, 32, 1, 1, 1, 1, 25.7709, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 4, 1024, 25.5422, 84.5671, N/A, 12.3131, 12.3139, 0.365549, 134.927, 8, 8, 1, 1, 1, 1, 33.0994, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.5422, 84.5671, N/A, 12.3131, 12.3139, 0.365549, 134.927, 8, 8, 1, 1, 1, 1, 33.0994, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.5422, 84.5671, N/A, 12.3131, 12.3139, 0.365549, 134.927, 8, 8, 1, 1, 1, 1, 33.0994, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 20.4618, 68.281, N/A, 10.5548, 10.5557, 103.015, 135.129, 8, 8, 1, 1, 1, 1, 33.0562, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.4879, 74.9245, N/A, 6.74433, 6.74482, 143.599, 135.047, 8, 8, 1, 1, 1, 1, 33.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.5422, 84.5671, N/A, 12.3131, 12.3139, 0.365549, 134.927, 8, 8, 1, 1, 1, 1, 33.0994, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 55.9659, 163.239, N/A, 18.6047, 18.6055, 0.487505, 190.488, 8, 8, 1, 1, 1, 1, 24.3448, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.5422, 84.5671, N/A, 12.3131, 12.3139, 0.365549, 134.927, 8, 8, 1, 1, 1, 1, 33.0994, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 1, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490602, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 18.3127, 111.491, N/A, 15.5281, 15.5316, 0.59873, 143.033, 8, 8, 1, 1, 1, 1, 31.4493, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 20.1257, 112.237, N/A, 18.7221, 18.7293, 0.74333, 167.995, 8, 8, 1, 1, 1, 1, 27.2641, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.1636, 102.387, N/A, 15.543, 15.5466, 0.652519, 160.731, 16, 8, 1, 1, 1, 1, 28.3624, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 29.154, 141.187, N/A, 25.0801, 25.0946, 0.945584, 197.728, 4, 8, 1, 1, 1, 1, 23.5338, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 32.49, 86.265, N/A, 36.1161, 36.1306, 1.44908, 278.076, 4, 16, 1, 1, 1, 1, 17.1811, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 28.4137, 339.812, N/A, 19.5621, 19.5766, 0.693635, 155.558, 4, 4, 1, 1, 1, 1, 29.2003, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 29.154, 141.187, N/A, 25.0801, 25.0946, 0.945584, 197.728, 4, 8, 2, 1, 1, 1, 23.5338, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 20.1257, 112.237, N/A, 18.7221, 18.7293, 0.74333, 167.995, 8, 8, 1, 1, 1, 1, 27.2641, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 17.4008, 111.114, N/A, 13.9311, 13.9328, 0.52643, 130.202, 8, 8, 1, 1, 1, 1, 34.1435, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.963, 110.927, N/A, 13.1405, 13.1413, 0.490603, 123.736, 8, 8, 1, 1, 1, 1, 35.684, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.7934, 101.493, N/A, 11.9688, 11.9692, 0.491286, 132.059, 16, 8, 1, 1, 1, 1, 33.7253, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4856, 139.135, N/A, 15.4838, 15.4855, 0.509867, 123.221, 4, 8, 1, 1, 1, 1, 35.8126, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4856, 139.135, N/A, 15.4838, 15.4855, 0.509867, 123.221, 4, 8, 1, 1, 1, 1, 35.8126, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.1215, 82.3262, N/A, 16.9602, 16.962, 0.577649, 135.22, 4, 16, 1, 1, 1, 1, 33.0367, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.5096, 64.6965, N/A, 19.9132, 19.9149, 0.713232, 158.585, 4, 32, 1, 1, 1, 1, 28.7041, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 26.0316, 58.8732, N/A, 25.819, 25.8207, 0.983118, 203.523, 4, 64, 1, 1, 1, 1, 22.9225, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 29.7448, 57.681, N/A, 37.6306, 37.6323, 1.52537, 289.081, 4, 128, 1, 1, 1, 1, 16.5685, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.8971, 20.9224, N/A, 16.2819, 16.2823, 0.696596, 166.852, 16, 64, 1, 1, 1, 1, 27.4312, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.1215, 82.3262, N/A, 16.9602, 16.962, 0.577649, 135.22, 4, 16, 1, 1, 1, 1, 33.0367, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.9782, 63.392, N/A, 13.2484, 13.2501, 0.40551, 102, 4, 18, 1, 1, 1, 1, 23.6626, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.1587, 63.4846, N/A, 13.7244, 13.7261, 0.427203, 106.225, 4, 19, 1, 1, 1, 1, 24.1383, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.3391, 63.5772, N/A, 14.2005, 14.2022, 0.449418, 110.413, 4, 20, 1, 1, 1, 1, 24.5901, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.9782, 63.392, N/A, 13.2484, 13.2501, 0.40551, 102, 4, 18, 1, 1, 1, 1, 23.6626, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.9782, 63.392, N/A, 13.2484, 13.2501, 0.40551, 102, 4, 18, 1, 1, 1, 1, 23.6626, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.1587, 63.4846, N/A, 13.7244, 13.7261, 0.427203, 106.225, 4, 19, 1, 1, 1, 1, 24.1383, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.7978, 63.2992, N/A, 12.7723, 12.774, 0.383296, 97.7361, 4, 17, 1, 1, 1, 1, 23.1604, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.7978, 63.2992, N/A, 12.7723, 12.774, 0.383296, 97.7361, 4, 17, 1, 1, 1, 1, 23.1604, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 22.3391, 63.5772, N/A, 14.2005, 14.2022, 0.449418, 110.413, 4, 20, 1, 1, 1, 1, 24.5901, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4436, 64.821, N/A, 35.8406, 35.8423, 3.07857, 174.142, 4, 20, 1, 1, 1, 1, 16.5002, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.4436, 64.821, N/A, 35.8406, 35.8423, 3.07857, 174.142, 4, 20, 1, 1, 1, 1, 16.5002, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 23.9563, 82.406, N/A, 29.5975, 29.5992, 2.46484, 147.597, 4, 12, 1, 1, 1, 1, 22.9443, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.367, 82.6168, N/A, 31.6725, 31.6742, 2.66892, 157.114, 4, 13, 1, 1, 1, 1, 23.5176, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.367, 82.6168, N/A, 31.6725, 31.6742, 2.66892, 157.114, 4, 13, 1, 1, 1, 1, 23.5176, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 15.9995, 54.1204, N/A, 23.6134, 23.6143, 2.05677, 133.26, 8, 13, 1, 1, 1, 1, 27.1883, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 16.6499, 54.4657, N/A, 26.7972, 26.7981, 2.37175, 149.006, 8, 15, 1, 1, 1, 1, 28.4407, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 14.1836, 44.9382, N/A, 23.635, 23.6354, 2.16549, 150.195, 16, 16, 1, 1, 1, 1, 30.1226, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 25.6061, 83.2601, N/A, 37.8974, 37.8991, 3.28399, 185.111, 4, 16, 1, 1, 1, 1, 24.9843, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 24.9012, 139.532, N/A, 29.583, 29.5847, 2.46555, 148.979, 4, 8, 1, 1, 1, 1, 30.34, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 30.2131, 3947.55, N/A, 22.3078, 22.3095, 1.74936, 115.85, 4, 1, 1, 1, 1, 1, 37.7618, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 46.9564, 65.5085, N/A, 154.298, 154.3, 14.7409, 633.789, 4, 128, 1, 1, 1, 1, 7.82717, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 34.0125, 62.8489, N/A, 87.7836, 87.7853, 8.19339, 385.019, 4, 64, 1, 1, 1, 1, 12.6398, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 21.1986, 32.5326, N/A, 55.0877, 55.0886, 5.1609, 268.652, 8, 64, 1, 1, 1, 1, 17.7429, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
20, 64, 128, 2, 1024, 27.7244, 32.6991, N/A, 90.6857, 90.6865, 8.67073, 407.903, 8, 128, 1, 1, 1, 1, 11.9631, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
